query,query_time,rows_examined
SUM transactions for account_id=13162,0.0005125999450683594,12
SUM transactions for account_id=7587,0.0005483627319335938,6
SUM transactions for account_id=860,0.0,16
SUM transactions for account_id=19678,0.0007333755493164062,15
SUM transactions for account_id=18668,0.0,12
SUM transactions for account_id=11970,0.0005118846893310547,19
SUM transactions for account_id=11742,0.0016925334930419922,18
SUM transactions for account_id=1702,0.0014405250549316406,11
SUM transactions for account_id=8944,0.0010724067687988281,20
SUM transactions for account_id=4631,0.0013151168823242188,15
SUM transactions for account_id=3917,0.0009253025054931641,11
SUM transactions for account_id=15637,0.0010094642639160156,5
SUM transactions for account_id=17373,0.00113677978515625,19
SUM transactions for account_id=16937,0.0,9
SUM transactions for account_id=10467,0.0005505084991455078,16
SUM transactions for account_id=11264,0.0012028217315673828,11
SUM transactions for account_id=3365,0.0010082721710205078,14
SUM transactions for account_id=14720,0.0003521442413330078,16
SUM transactions for account_id=1414,0.0012247562408447266,11
SUM transactions for account_id=2343,0.0005142688751220703,14
SUM transactions for account_id=8423,0.0011560916900634766,7
SUM transactions for account_id=15423,0.0007846355438232422,8
SUM transactions for account_id=19051,0.0,11
SUM transactions for account_id=10765,0.000507354736328125,15
SUM transactions for account_id=16661,0.0007493495941162109,5
SUM transactions for account_id=1901,0.0005433559417724609,19
SUM transactions for account_id=9409,0.0006155967712402344,13
SUM transactions for account_id=6844,0.0010077953338623047,12
SUM transactions for account_id=1739,0.0015707015991210938,18
SUM transactions for account_id=8199,0.0012094974517822266,15
SUM transactions for account_id=1218,0.0005846023559570312,6
SUM transactions for account_id=1801,0.000701904296875,6
SUM transactions for account_id=16287,0.0018596649169921875,18
SUM transactions for account_id=2400,0.001008749008178711,14
SUM transactions for account_id=5771,0.0008504390716552734,18
SUM transactions for account_id=15019,0.001238107681274414,12
SUM transactions for account_id=16997,0.0013079643249511719,15
SUM transactions for account_id=82,0.0009348392486572266,12
SUM transactions for account_id=10062,0.0006725788116455078,6
SUM transactions for account_id=10791,0.0008625984191894531,12
SUM transactions for account_id=11297,0.0,5
SUM transactions for account_id=4008,0.0007791519165039062,15
SUM transactions for account_id=1873,0.0,13
SUM transactions for account_id=9307,0.0,13
SUM transactions for account_id=8872,0.0005083084106445312,16
SUM transactions for account_id=1303,0.0005083084106445312,11
SUM transactions for account_id=10964,0.0009734630584716797,7
SUM transactions for account_id=5907,0.0005686283111572266,8
SUM transactions for account_id=19716,0.0005376338958740234,11
SUM transactions for account_id=13677,0.0010371208190917969,13
SUM transactions for account_id=11018,0.0010004043579101562,5
SUM transactions for account_id=14827,0.0005364418029785156,20
SUM transactions for account_id=11935,0.0014214515686035156,16
SUM transactions for account_id=143,0.001287698745727539,7
SUM transactions for account_id=18364,0.0010066032409667969,12
SUM transactions for account_id=19538,0.0005087852478027344,5
SUM transactions for account_id=14630,0.0005373954772949219,13
SUM transactions for account_id=1343,0.00054931640625,14
SUM transactions for account_id=15161,0.0005807876586914062,20
SUM transactions for account_id=9302,0.001527547836303711,14
SUM transactions for account_id=9619,0.0008854866027832031,14
SUM transactions for account_id=7896,0.0010368824005126953,10
SUM transactions for account_id=12779,0.0010454654693603516,15
SUM transactions for account_id=16967,0.0007832050323486328,18
SUM transactions for account_id=1435,0.0011303424835205078,10
SUM transactions for account_id=3124,0.001010894775390625,9
SUM transactions for account_id=11535,0.0,10
SUM transactions for account_id=13398,0.0009605884552001953,10
SUM transactions for account_id=3481,0.0005114078521728516,7
SUM transactions for account_id=14793,0.0010004043579101562,10
SUM transactions for account_id=8313,0.0010104179382324219,11
SUM transactions for account_id=6159,0.0010528564453125,7
SUM transactions for account_id=14211,0.0015974044799804688,16
SUM transactions for account_id=13127,0.0009615421295166016,9
SUM transactions for account_id=16169,0.0006673336029052734,12
SUM transactions for account_id=8029,0.0011665821075439453,9
SUM transactions for account_id=4416,0.0009369850158691406,7
SUM transactions for account_id=866,0.0012469291687011719,10
SUM transactions for account_id=19596,0.0007224082946777344,7
SUM transactions for account_id=5244,0.0009567737579345703,20
SUM transactions for account_id=8703,0.0005116462707519531,11
SUM transactions for account_id=2231,0.0010135173797607422,9
SUM transactions for account_id=1418,0.001626729965209961,10
SUM transactions for account_id=3480,0.0005459785461425781,15
SUM transactions for account_id=10608,0.0009636878967285156,11
SUM transactions for account_id=8180,0.0006945133209228516,7
SUM transactions for account_id=9446,0.0006558895111083984,13
SUM transactions for account_id=3082,0.0009570121765136719,16
SUM transactions for account_id=16488,0.0006105899810791016,15
SUM transactions for account_id=2857,0.0013248920440673828,11
SUM transactions for account_id=11307,0.000789642333984375,16
SUM transactions for account_id=16706,0.0010781288146972656,6
SUM transactions for account_id=346,0.0,6
SUM transactions for account_id=7749,0.0009288787841796875,17
SUM transactions for account_id=4466,0.00075531005859375,9
SUM transactions for account_id=16958,0.0018301010131835938,15
SUM transactions for account_id=7544,0.0010519027709960938,11
SUM transactions for account_id=185,0.0016689300537109375,6
SUM transactions for account_id=2259,0.0006756782531738281,13
SUM transactions for account_id=18358,0.0010144710540771484,7
SUM transactions for account_id=3595,0.001514434814453125,12
SUM transactions for account_id=8906,0.0007641315460205078,16
SUM transactions for account_id=17477,0.0011587142944335938,14
SUM transactions for account_id=7418,0.0014982223510742188,7
SUM transactions for account_id=17720,0.0009696483612060547,6
SUM transactions for account_id=6364,0.0014750957489013672,7
SUM transactions for account_id=7460,0.0012564659118652344,6
SUM transactions for account_id=18837,0.0013461112976074219,12
SUM transactions for account_id=13218,0.001188516616821289,11
SUM transactions for account_id=4512,0.0010483264923095703,17
SUM transactions for account_id=15369,0.0009815692901611328,19
SUM transactions for account_id=4562,0.0010104179382324219,6
SUM transactions for account_id=10571,0.0008807182312011719,9
SUM transactions for account_id=19568,0.0010080337524414062,14
SUM transactions for account_id=717,0.0009427070617675781,15
SUM transactions for account_id=2407,0.0,14
SUM transactions for account_id=11181,0.0005195140838623047,10
SUM transactions for account_id=14017,0.0008437633514404297,10
SUM transactions for account_id=15673,0.0006170272827148438,17
SUM transactions for account_id=6457,0.0004932880401611328,14
SUM transactions for account_id=12000,0.0010380744934082031,16
SUM transactions for account_id=15500,0.0010104179382324219,11
SUM transactions for account_id=17617,0.0010085105895996094,8
SUM transactions for account_id=15594,0.0,8
SUM transactions for account_id=16030,0.0007865428924560547,10
SUM transactions for account_id=19148,0.0010480880737304688,9
SUM transactions for account_id=13664,0.001009225845336914,8
SUM transactions for account_id=4868,0.0007452964782714844,15
SUM transactions for account_id=9584,0.0,5
SUM transactions for account_id=17943,0.0013086795806884766,6
SUM transactions for account_id=9770,0.0006437301635742188,10
SUM transactions for account_id=7633,0.0015327930450439453,16
SUM transactions for account_id=17674,0.0013179779052734375,18
SUM transactions for account_id=19436,0.0006635189056396484,15
SUM transactions for account_id=9968,0.0015156269073486328,7
SUM transactions for account_id=633,0.0011181831359863281,8
SUM transactions for account_id=11522,0.0014967918395996094,13
SUM transactions for account_id=8446,0.001621246337890625,19
SUM transactions for account_id=5108,0.0005068778991699219,6
SUM transactions for account_id=16599,0.0007207393646240234,7
SUM transactions for account_id=17767,0.0013713836669921875,6
SUM transactions for account_id=10699,0.0,18
SUM transactions for account_id=40,0.00173187255859375,9
SUM transactions for account_id=3277,0.0015797615051269531,13
SUM transactions for account_id=8100,0.0009293556213378906,11
SUM transactions for account_id=2894,0.0005054473876953125,13
SUM transactions for account_id=15270,0.0011391639709472656,8
SUM transactions for account_id=3832,0.0006492137908935547,14
SUM transactions for account_id=932,0.0005125999450683594,14
SUM transactions for account_id=252,0.0009274482727050781,20
SUM transactions for account_id=11869,0.0,18
SUM transactions for account_id=4046,0.0015277862548828125,5
SUM transactions for account_id=19600,0.0021295547485351562,10
SUM transactions for account_id=15270,0.0009837150573730469,8
SUM transactions for account_id=19505,0.0011401176452636719,5
SUM transactions for account_id=11109,0.0010116100311279297,6
SUM transactions for account_id=2184,0.0010383129119873047,11
SUM transactions for account_id=8121,0.0005085468292236328,10
SUM transactions for account_id=8387,0.0010371208190917969,17
SUM transactions for account_id=10660,0.0009217262268066406,11
SUM transactions for account_id=7678,0.0010483264923095703,5
SUM transactions for account_id=102,0.0012691020965576172,6
SUM transactions for account_id=2183,0.0007891654968261719,19
SUM transactions for account_id=17368,0.0005435943603515625,12
SUM transactions for account_id=11708,0.0011827945709228516,20
SUM transactions for account_id=16552,0.0005123615264892578,10
SUM transactions for account_id=3011,0.0005121231079101562,17
SUM transactions for account_id=15160,0.0010089874267578125,12
SUM transactions for account_id=16589,0.0015676021575927734,18
SUM transactions for account_id=11533,0.0017137527465820312,18
SUM transactions for account_id=8345,0.0,10
SUM transactions for account_id=2677,0.0011010169982910156,5
SUM transactions for account_id=13946,0.0,10
SUM transactions for account_id=10073,0.001367330551147461,14
SUM transactions for account_id=6821,0.0007123947143554688,17
SUM transactions for account_id=9991,0.0,15
SUM transactions for account_id=37,0.0011973381042480469,9
SUM transactions for account_id=7290,0.0007534027099609375,20
SUM transactions for account_id=14369,0.0,7
SUM transactions for account_id=18814,0.0009982585906982422,11
SUM transactions for account_id=17049,0.002390146255493164,12
SUM transactions for account_id=5632,0.001104116439819336,6
SUM transactions for account_id=17042,0.0010137557983398438,7
SUM transactions for account_id=7783,0.000993490219116211,6
SUM transactions for account_id=14093,0.0006222724914550781,8
SUM transactions for account_id=3706,0.0019991397857666016,15
SUM transactions for account_id=19563,0.0013775825500488281,12
SUM transactions for account_id=2865,0.0010101795196533203,17
SUM transactions for account_id=14138,0.0010423660278320312,5
SUM transactions for account_id=13973,0.0010275840759277344,17
SUM transactions for account_id=15433,0.0,7
SUM transactions for account_id=5045,0.0009989738464355469,8
SUM transactions for account_id=523,0.0009992122650146484,11
SUM transactions for account_id=7864,0.0007410049438476562,12
SUM transactions for account_id=8486,0.0005311965942382812,17
