query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=5883,0.02413929475038366,33,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5883,0.027147406992174158,33,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09856601664874404,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08609193153607189,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07529600218728445,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6397,0.026645676337188864,30,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6397,0.022159896532132833,30,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6397,0.025190458917740327,30,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09629594114629307,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09311098538420574,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0868748890943248,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=4686,0.028393071766615825,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4686,0.029561795258813077,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4686,0.02230047379972018,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1447,0.03969406557945704,38,2,1,1,1,3,38,100.0,190.453125
SUM transactions for user_id=1447,0.03671593490326761,38,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1447,0.033065623341171115,38,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2390,0.023147711405520074,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2390,0.0285367476081129,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2390,0.02476495706389164,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07927973578408001,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08945836804797652,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09354211248717988,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1793,0.031187696691937383,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1793,0.02391076485288951,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1793,0.026922245914744552,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10651798353971728,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11549705054394524,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10664486454025665,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08172177976908533,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08480063052734081,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09477321427339805,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1373,0.02162504280593649,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1373,0.027407347710919804,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1373,0.02464491066218319,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3778,0.026739328640244118,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3778,0.02845165900518806,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3778,0.02423332942334291,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1582,0.024800945791518085,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1582,0.023071627436783742,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1582,0.022124293005633382,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07490619694803895,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08497050658663598,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09869636563869888,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10411973031715435,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08532905538569005,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09844121406325806,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=9816,0.038709821628479725,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9816,0.03921640291884071,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9816,0.034248176580894095,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08843130439026049,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09760332165687759,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07798109777988664,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09661533733823394,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10724248543064835,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1024844814358066,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=3945,0.024732108522133197,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3945,0.029952507809483185,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3945,0.027998877658828487,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5704,0.033466894055452716,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5704,0.02800750145187646,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5704,0.03471510170293836,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4734,0.029298920229080913,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4734,0.020785822247496775,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4734,0.02058221164328868,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7737,0.02541429619582393,33,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7737,0.025589745896882992,33,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7737,0.025762752560153864,33,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5821,0.020277099733795337,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5821,0.028513281400368587,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5821,0.02016091040016112,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1861,0.02843345060215954,55,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1861,0.0213043789545699,55,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1861,0.029765325411022312,55,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5456,0.021776135430037032,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5456,0.028199364282932186,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5456,0.02049731222299788,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4319,0.03061457982028005,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4319,0.03167326208157731,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4319,0.0229802320952688,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7748,0.032491399259686304,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7748,0.04154464461880484,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7748,0.0315480355132269,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07664956984821754,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08216659363150153,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10607016047774397,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=497,0.026035087783537757,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=497,0.02788569313044918,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=497,0.023085288305245276,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2850,0.0428835429264037,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2850,0.03662474411831268,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2850,0.04601066441459488,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=582,0.029753561027697856,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=582,0.02919165985426176,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=582,0.021360125472372624,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9613,0.028060081748198705,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9613,0.020164267355424866,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9613,0.02078145764990685,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6666,0.025670762062045265,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6666,0.02737065498641803,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6666,0.028630518243574245,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5826,0.028507673024664087,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5826,0.025236653224873843,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5826,0.027387810449613102,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2261,0.029507542591129494,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2261,0.025906707245335774,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2261,0.025345670668926526,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09634898623929135,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0853767528737295,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08971810704519673,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6686,0.02607563398874905,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6686,0.028343382900675913,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6686,0.026962058047035595,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3968,0.05953062311922824,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3968,0.051278031148238916,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3968,0.04770839707365414,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09811228579670847,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07977125112545487,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08338962220201615,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8608,0.02252010790940034,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8608,0.031055288420386493,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8608,0.021438306641762595,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07781962238409662,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09802342105244854,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10115849021603633,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=3094,0.024737548120134713,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3094,0.02475012246457478,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3094,0.02786835379499824,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5727,0.024760253918515926,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5727,0.028711788254273195,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5727,0.02826453562078546,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=332,0.026076403448219595,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=332,0.0205105196033375,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=332,0.022249031938240706,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09764668761534495,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08561534878056988,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0864429319931229,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=3820,0.02283320412042864,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3820,0.029304378644624034,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3820,0.023751761529970904,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8152,0.029004026241080935,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8152,0.027231204147004945,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8152,0.02423363683330872,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9148,0.028185319721163275,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9148,0.028303143315158635,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9148,0.026109587219272076,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5395,0.02868060316767418,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5395,0.02182652217297371,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5395,0.0233326693293791,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7959,0.021921853846177074,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7959,0.029711472079839124,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7959,0.022936119328023946,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=764,0.03329153623038172,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=764,0.028822814666140978,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=764,0.024512802735441395,25,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1812,0.022588522579935075,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1812,0.027603531004139422,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1812,0.021406310077961222,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1681,0.032399132744882785,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1681,0.030632988482541142,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1681,0.033127156524662846,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4263,0.026052499699007543,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4263,0.03209400979807641,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4263,0.027215654670650666,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5850,0.01974374080084977,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5850,0.020203343951074412,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5850,0.02775746229919339,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=109,0.026606415427379227,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=109,0.025798772385440025,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=109,0.028822718877231677,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2854,0.0289478497004359,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2854,0.028463746619709598,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2854,0.028953621447063097,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09085282909025227,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10260716234720889,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09745725058185813,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1710,0.026914107403754366,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1710,0.023346667592857032,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1710,0.0235011068666721,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3687,0.021343378789510294,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3687,0.02216743066349472,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3687,0.0244360634656758,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7052,0.021841925552798205,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7052,0.02549497561927005,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7052,0.030198010765889557,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=856,0.020789911131603504,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=856,0.026109445446288043,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=856,0.019145741162938743,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07318431541812948,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10011878384241188,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08128029204958334,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=5350,0.020883356530253833,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5350,0.028921407831644454,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5350,0.023901633235664698,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08629660085616019,250188,1,1,1,0,2,42,100.0,190.453125
SUM transactions (simulated missing index),0.09781526377616297,250188,1,1,1,0,2,42,33.3,190.453125
SUM transactions (simulated missing index),0.07459232050355942,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7061,0.027544740522452073,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7061,0.020939339185659208,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7061,0.024761906444237716,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9637,0.027950934360346038,6,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9637,0.02440788516000272,6,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9637,0.024964254069054878,6,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09757996447460722,250188,1,1,1,0,2,42,0.0,190.453125
